RACE,UNEDITED,CANDIDATE,VOTES,COUNTY
"Trustee, Place 4 – Celina ISD","Trustee, Place 4 – Celina ISD.1 - Vicky Hogue",Vicky Hogue,519,Colin
"Trustee, Place 4 – Celina ISD","Trustee, Place 4 – Celina ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"Trustee, Place 4 – Celina ISD","Trustee, Place 4 – Celina ISD.3 - UNDER VOTES",UNDER VOTES,166,Colin
"Board Member, Place 4 – Community ISD","Board Member, Place 4 – Community ISD - Marc Stanfield",Marc Stanfield,231,Colin
"Board Member, Place 4 – Community ISD","Board Member, Place 4 – Community ISD.1 - OVER VOTES",OVER VOTES,0,Colin
"Board Member, Place 4 – Community ISD","Board Member, Place 4 – Community ISD.2 - UNDER VOTES",UNDER VOTES,108,Colin
"Board Member, Place 5 – Community ISD","Board Member, Place 5 – Community ISD - Jana Hunter",Jana Hunter,243,Colin
"Board Member, Place 5 – Community ISD","Board Member, Place 5 – Community ISD.1 - OVER VOTES",OVER VOTES,0,Colin
"Board Member, Place 5 – Community ISD","Board Member, Place 5 – Community ISD.2 - UNDER VOTES",UNDER VOTES,96,Colin
"Board Member, Place 6 – Community ISD","Board Member, Place 6 – Community ISD - Sean Walker",Sean Walker,161,Colin
"Board Member, Place 6 – Community ISD","Board Member, Place 6 – Community ISD.1 - Shana Turney",Shana Turney,146,Colin
"Board Member, Place 6 – Community ISD","Board Member, Place 6 – Community ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"Board Member, Place 6 – Community ISD","Board Member, Place 6 – Community ISD.3 - UNDER VOTES",UNDER VOTES,32,Colin
"Board Member, Place 7 – Community ISD","Board Member, Place 7 – Community ISD - Randy McCuistion",Randy McCuistion,194,Colin
"Board Member, Place 7 – Community ISD","Board Member, Place 7 – Community ISD.1 - Deborah Anderson",Deborah Anderson,94,Colin
"Board Member, Place 7 – Community ISD","Board Member, Place 7 – Community ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"Board Member, Place 7 – Community ISD","Board Member, Place 7 – Community ISD.3 - UNDER VOTES",UNDER VOTES,51,Colin
"School Board Trustee, Position 5 – Farmersville ISD","School Board Trustee, Position 5 – Farmersville ISD - Kiel Cathey",Kiel Cathey,293,Colin
"School Board Trustee, Position 5 – Farmersville ISD","School Board Trustee, Position 5 – Farmersville ISD.1 - Jim Hemby",Jim Hemby,289,Colin
"School Board Trustee, Position 5 – Farmersville ISD","School Board Trustee, Position 5 – Farmersville ISD.2 - Ryan Calender",Ryan Calender,71,Colin
"School Board Trustee, Position 5 – Farmersville ISD","School Board Trustee, Position 5 – Farmersville ISD.3 - OVER VOTES",OVER VOTES,0,Colin
"School Board Trustee, Position 5 – Farmersville ISD","School Board Trustee, Position 5 – Farmersville ISD.4 - UNDER VOTES",UNDER VOTES,162,Colin
"School Board Trustee, Position 6 – Farmersville ISD","School Board Trustee, Position 6 – Farmersville ISD - Brian Brazil",Brian Brazil,513,Colin
"School Board Trustee, Position 6 – Farmersville ISD","School Board Trustee, Position 6 – Farmersville ISD.1 - OVER VOTES",OVER VOTES,0,Colin
"School Board Trustee, Position 6 – Farmersville ISD","School Board Trustee, Position 6 – Farmersville ISD.2 - UNDER VOTES",UNDER VOTES,302,Colin
"School Board Trustee, Position 7 – Farmersville ISD","School Board Trustee, Position 7 – Farmersville ISD - Jason McTee",Jason McTee,524,Colin
"School Board Trustee, Position 7 – Farmersville ISD","School Board Trustee, Position 7 – Farmersville ISD.1 - OVER VOTES",OVER VOTES,0,Colin
"School Board Trustee, Position 7 – Farmersville ISD","School Board Trustee, Position 7 – Farmersville ISD.2 - UNDER VOTES",UNDER VOTES,291,Colin
"School Board Trustee, Position 4 – Frisco ISD","School Board Trustee, Position 4 – Frisco ISD - Reed Bond",Reed Bond,5384,Colin
"School Board Trustee, Position 4 – Frisco ISD","School Board Trustee, Position 4 – Frisco ISD.1 - Dynette A. Davis",Dynette A. Davis,7453,Colin
"School Board Trustee, Position 4 – Frisco ISD","School Board Trustee, Position 4 – Frisco ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"School Board Trustee, Position 4 – Frisco ISD","School Board Trustee, Position 4 – Frisco ISD.3 - UNDER VOTES",UNDER VOTES,876,Colin
"School Board Trustee, Position 5 – Frisco ISD","School Board Trustee, Position 5 – Frisco ISD - Susan Kershaw",Susan Kershaw,5569,Colin
"School Board Trustee, Position 5 – Frisco ISD","School Board Trustee, Position 5 – Frisco ISD.1 - Mark Hill",Mark Hill,7175,Colin
"School Board Trustee, Position 5 – Frisco ISD","School Board Trustee, Position 5 – Frisco ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"School Board Trustee, Position 5 – Frisco ISD","School Board Trustee, Position 5 – Frisco ISD.3 - UNDER VOTES",UNDER VOTES,969,Colin
"Board of Trustees, Place 4 – Lovejoy ISD","Board of Trustees, Place 4 – Lovejoy ISD - Amy Campbell",Amy Campbell,1142,Colin
"Board of Trustees, Place 4 – Lovejoy ISD","Board of Trustees, Place 4 – Lovejoy ISD.1 - Mark Wheelis",Mark Wheelis,1385,Colin
"Board of Trustees, Place 4 – Lovejoy ISD","Board of Trustees, Place 4 – Lovejoy ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"Board of Trustees, Place 4 – Lovejoy ISD","Board of Trustees, Place 4 – Lovejoy ISD.3 - UNDER VOTES",UNDER VOTES,27,Colin
"Board of Trustees, Place 5 – Lovejoy ISD","Board of Trustees, Place 5 – Lovejoy ISD - Marvin Bobo",Marvin Bobo,1590,Colin
"Board of Trustees, Place 5 – Lovejoy ISD","Board of Trustees, Place 5 – Lovejoy ISD.1 - OVER VOTES",OVER VOTES,0,Colin
"Board of Trustees, Place 5 – Lovejoy ISD","Board of Trustees, Place 5 – Lovejoy ISD.2 - UNDER VOTES",UNDER VOTES,964,Colin
"Board of Trustees, Place 4 – McKinney ISD","Board of Trustees, Place 4 – McKinney ISD - Brittany Hendrickson",Brittany Hendrickson,1900,Colin
"Board of Trustees, Place 4 – McKinney ISD","Board of Trustees, Place 4 – McKinney ISD.1 - Amy Dankel",Amy Dankel,2423,Colin
"Board of Trustees, Place 4 – McKinney ISD","Board of Trustees, Place 4 – McKinney ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"Board of Trustees, Place 4 – McKinney ISD","Board of Trustees, Place 4 – McKinney ISD.3 - UNDER VOTES",UNDER VOTES,367,Colin
"Board of Trustees, Place 5 – McKinney ISD","Board of Trustees, Place 5 – McKinney ISD - Lynn Sperry",Lynn Sperry,1631,Colin
"Board of Trustees, Place 5 – McKinney ISD","Board of Trustees, Place 5 – McKinney ISD.1 - Rachel Elliott",Rachel Elliott,1108,Colin
"Board of Trustees, Place 5 – McKinney ISD","Board of Trustees, Place 5 – McKinney ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"Board of Trustees, Place 5 – McKinney ISD","Board of Trustees, Place 5 – McKinney ISD.3 - UNDER VOTES",UNDER VOTES,133,Colin
"Board of Trustees, Place 6 – McKinney ISD","Board of Trustees, Place 6 – McKinney ISD - Jim Westerheid",Jim Westerheid,5398,Colin
"Board of Trustees, Place 6 – McKinney ISD","Board of Trustees, Place 6 – McKinney ISD.1 - Stephanie O’Dell",Stephanie O’Dell,9439,Colin
"Board of Trustees, Place 6 – McKinney ISD","Board of Trustees, Place 6 – McKinney ISD.2 - Serena Ashcroft",Serena Ashcroft,2006,Colin
"Board of Trustees, Place 6 – McKinney ISD","Board of Trustees, Place 6 – McKinney ISD.3 - OVER VOTES",OVER VOTES,3,Colin
"Board of Trustees, Place 6 – McKinney ISD","Board of Trustees, Place 6 – McKinney ISD.4 - UNDER VOTES",UNDER VOTES,1338,Colin
"Trustee, Place 1 – Melissa ISD","Trustee, Place 1 – Melissa ISD - George James",George James,751,Colin
"Trustee, Place 1 – Melissa ISD","Trustee, Place 1 – Melissa ISD.1 - Korbin Reeves",Korbin Reeves,263,Colin
"Trustee, Place 1 – Melissa ISD","Trustee, Place 1 – Melissa ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"Trustee, Place 1 – Melissa ISD","Trustee, Place 1 – Melissa ISD.3 - UNDER VOTES",UNDER VOTES,80,Colin
"Trustee, Place 2 – Melissa ISD","Trustee, Place 2 – Melissa ISD - Travis Puckett",Travis Puckett,287,Colin
"Trustee, Place 2 – Melissa ISD","Trustee, Place 2 – Melissa ISD.1 - Bill Gray",Bill Gray,713,Colin
"Trustee, Place 2 – Melissa ISD","Trustee, Place 2 – Melissa ISD.2 - OVER VOTES",OVER VOTES,0,Colin
"Trustee, Place 2 – Melissa ISD","Trustee, Place 2 – Melissa ISD.3 - UNDER VOTES",UNDER VOTES,94,Colin
"Trustee, Place 4 – Plano ISD","Trustee, Place 4 – Plano ISD - Tarrah Lantz",Tarrah Lantz,11534,Colin
"Trustee, Place 4 – Plano ISD","Trustee, Place 4 – Plano ISD.1 - Lydia Ortega",Lydia Ortega,9258,Colin
"Trustee, Place 4 – Plano ISD","Trustee, Place 4 – Plano ISD.2 - Margaret Turner-Carrigan",Margaret Turner-Carrigan,1999,Colin
"Trustee, Place 4 – Plano ISD","Trustee, Place 4 – Plano ISD.3 - OVER VOTES",OVER VOTES,0,Colin
"Trustee, Place 4 – Plano ISD","Trustee, Place 4 – Plano ISD.4 - UNDER VOTES",UNDER VOTES,1800,Colin
"Trustee, Place 5 – Plano ISD","Trustee, Place 5 – Plano ISD - Greg Jubenville",Greg Jubenville,7953,Colin
"Trustee, Place 5 – Plano ISD","Trustee, Place 5 – Plano ISD.1 - Michael Cook",Michael Cook,11808,Colin
"Trustee, Place 5 – Plano ISD","Trustee, Place 5 – Plano ISD.2 - Khalid Ishaq",Khalid Ishaq,3226,Colin
"Trustee, Place 5 – Plano ISD","Trustee, Place 5 – Plano ISD.3 - OVER VOTES",OVER VOTES,0,Colin
"Trustee, Place 5 – Plano ISD","Trustee, Place 5 – Plano ISD.4 - UNDER VOTES",UNDER VOTES,1604,Colin
"Trustee, Place 7 – Plano ISD","Trustee, Place 7 – Plano ISD - Katherine Chan Goodwin",Katherine Chan Goodwin,10838,Colin
"Trustee, Place 7 – Plano ISD","Trustee, Place 7 – Plano ISD.1 - Simon Salinas",Simon Salinas,2701,Colin
"Trustee, Place 7 – Plano ISD","Trustee, Place 7 – Plano ISD.2 - Cody Weaver",Cody Weaver,9263,Colin
"Trustee, Place 7 – Plano ISD","Trustee, Place 7 – Plano ISD.3 - OVER VOTES",OVER VOTES,0,Colin
"Trustee, Place 7 – Plano ISD","Trustee, Place 7 – Plano ISD.4 - UNDER VOTES",UNDER VOTES,1789,Colin
Proposition A – Princeton ISD,Proposition A – Princeton ISD - FOR,FOR,597,Colin
Proposition A – Princeton ISD,Proposition A – Princeton ISD.1 - AGAINST,AGAINST,302,Colin
Proposition A – Princeton ISD,Proposition A – Princeton ISD.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – Princeton ISD,Proposition A – Princeton ISD.3 - UNDER VOTES,UNDER VOTES,6,Colin
"Trustee, Place 2 – Prosper ISD","Trustee, Place 2 – Prosper ISD - Siva Pilli",Siva Pilli,307,Colin
"Trustee, Place 2 – Prosper ISD","Trustee, Place 2 – Prosper ISD.1 - Aimee Boots",Aimee Boots,1511,Colin
"Trustee, Place 2 – Prosper ISD","Trustee, Place 2 – Prosper ISD.2 - Dena Dixon",Dena Dixon,3964,Colin
"Trustee, Place 2 – Prosper ISD","Trustee, Place 2 – Prosper ISD.3 - OVER VOTES",OVER VOTES,0,Colin
"Trustee, Place 2 – Prosper ISD","Trustee, Place 2 – Prosper ISD.4 - UNDER VOTES",UNDER VOTES,663,Colin
"Trustee, Place 5 – Prosper ISD","Trustee, Place 5 – Prosper ISD - Kurt Kuehn",Kurt Kuehn,703,Colin
"Trustee, Place 5 – Prosper ISD","Trustee, Place 5 – Prosper ISD.1 - Jim Herblin",Jim Herblin,1888,Colin
"Trustee, Place 5 – Prosper ISD","Trustee, Place 5 – Prosper ISD.2 - Eileen Riverside",Eileen Riverside,302,Colin
"Trustee, Place 5 – Prosper ISD","Trustee, Place 5 – Prosper ISD.3 - Tommy Van Wolfe",Tommy Van Wolfe,3173,Colin
"Trustee, Place 5 – Prosper ISD","Trustee, Place 5 – Prosper ISD.4 - OVER VOTES",OVER VOTES,0,Colin
"Trustee, Place 5 – Prosper ISD","Trustee, Place 5 – Prosper ISD.5 - UNDER VOTES",UNDER VOTES,379,Colin
Proposition A – North Parkway MMD No,Proposition A – North Parkway MMD No. 1 - For,For,5,Colin
Proposition A – North Parkway MMD No,Proposition A – North Parkway MMD No. 1.1 - Against,Against,0,Colin
Proposition A – North Parkway MMD No,Proposition A – North Parkway MMD No. 1.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition A – North Parkway MMD No,Proposition A – North Parkway MMD No. 1.3 - UNDER VOTES,UNDER VOTES,3,Colin
Proposition B – North Parkway MMD No,Proposition B – North Parkway MMD No. 1 - For,For,5,Colin
Proposition B – North Parkway MMD No,Proposition B – North Parkway MMD No. 1.1 - Against,Against,0,Colin
Proposition B – North Parkway MMD No,Proposition B – North Parkway MMD No. 1.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition B – North Parkway MMD No,Proposition B – North Parkway MMD No. 1.3 - UNDER VOTES,UNDER VOTES,3,Colin
Proposition C – North Parkway MMD No,Proposition C – North Parkway MMD No. 1 - For,For,5,Colin
Proposition C – North Parkway MMD No,Proposition C – North Parkway MMD No. 1.1 - Against,Against,0,Colin
Proposition C – North Parkway MMD No,Proposition C – North Parkway MMD No. 1.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition C – North Parkway MMD No,Proposition C – North Parkway MMD No. 1.3 - UNDER VOTES,UNDER VOTES,3,Colin
Proposition D – North Parkway MMD No,Proposition D – North Parkway MMD No. 1 - For,For,5,Colin
Proposition D – North Parkway MMD No,Proposition D – North Parkway MMD No. 1.1 - Against,Against,0,Colin
Proposition D – North Parkway MMD No,Proposition D – North Parkway MMD No. 1.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition D – North Parkway MMD No,Proposition D – North Parkway MMD No. 1.3 - UNDER VOTES,UNDER VOTES,3,Colin
Proposition E – North Parkway MMD No,Proposition E – North Parkway MMD No. 1 - For,For,5,Colin
Proposition E – North Parkway MMD No,Proposition E – North Parkway MMD No. 1.1 - Against,Against,0,Colin
Proposition E – North Parkway MMD No,Proposition E – North Parkway MMD No. 1.2 - OVER VOTES,OVER VOTES,0,Colin
Proposition E – North Parkway MMD No,Proposition E – North Parkway MMD No. 1.3 - UNDER VOTES,UNDER VOTES,3,Colin
"Trustee, Place 1 – Collin College","Trustee, Place 1 – Collin College - Fred Moses",Fred Moses,31212,Colin
"Trustee, Place 1 – Collin College","Trustee, Place 1 – Collin College.1 - Megan Wallace",Megan Wallace,31178,Colin
"Trustee, Place 1 – Collin College","Trustee, Place 1 – Collin College.2 - OVER VOTES",OVER VOTES,1,Colin
"Trustee, Place 1 – Collin College","Trustee, Place 1 – Collin College.3 - UNDER VOTES",UNDER VOTES,17327,Colin
"Trustee, Place 2 – Collin College","Trustee, Place 2 – Collin College - Jay Saad",Jay Saad,26623,Colin
"Trustee, Place 2 – Collin College","Trustee, Place 2 – Collin College.1 - Scott Coleman",Scott Coleman,29466,Colin
"Trustee, Place 2 – Collin College","Trustee, Place 2 – Collin College.2 - Philip Timmons",Philip Timmons,4009,Colin
"Trustee, Place 2 – Collin College","Trustee, Place 2 – Collin College.3 - OVER VOTES",OVER VOTES,1,Colin
"Trustee, Place 2 – Collin College","Trustee, Place 2 – Collin College.4 - UNDER VOTES",UNDER VOTES,19619,Colin
"Trustee, Place 3 – Collin College","Trustee, Place 3 – Collin College - Stacey Donald",Stacey Donald,27099,Colin
"Trustee, Place 3 – Collin College","Trustee, Place 3 – Collin College.1 - Cathie Alexander",Cathie Alexander,25308,Colin
"Trustee, Place 3 – Collin College","Trustee, Place 3 – Collin College.2 - Joe Minissale",Joe Minissale,7925,Colin
"Trustee, Place 3 – Collin College","Trustee, Place 3 – Collin College.3 - OVER VOTES",OVER VOTES,1,Colin
"Trustee, Place 3 – Collin College","Trustee, Place 3 – Collin College.4 - UNDER VOTES",UNDER VOTES,19385,Colin
